budget,id,popularity,release_date,revenue,runtime,vote_average,vote_count
32000000,709,28.22119,07-07-89,156167015,133,5.9,541
42000000,49730,45.151657,11-03-11,89162162,100,5.6,922
60000000,2749,15.205371,01-03-01,56359980,120,5.7,191
48000000,9607,14.587367,28-05-93,20915465,104,4,232
42000000,1830,34.828241,16-09-05,24127895,122,7,1335
31000000,79,23.607392,19-12-02,177394432,99,7.2,635
40000000,54054,19.438503,26-01-12,36893721,91,5.3,388
44000000,228967,74.168016,25-12-14,12342632,112,6.1,2304
42000000,46528,7.349497,02-12-10,11087569,100,6.3,136
33000000,27936,7.663515,28-10-09,14000000,100,6.8,148
41000000,65,32.798571,08-11-02,215000000,110,6.8,1626
0,280391,5.794466,08-04-15,0,100,5.3,125
65000000,9476,36.670399,11-05-01,117487473,132,6.6,907
41000000,10610,14.653718,15-08-03,0,88,5.3,281
40000000,745,73.085576,06-08-99,672806292,107,7.7,3147
42000000,49527,34.041407,13-01-12,46221189,102,6.2,925
41000000,73937,9.419726,13-10-11,7448385,100,5.6,248
8000000,1885,28.456572,22-06-84,90815558,126,6.9,891
40000000,168672,49.664128,12-12-13,251171807,138,6.8,2807
40000000,18240,36.238968,01-06-09,317375031,108,6.7,1804
70000000,10398,19.439386,24-09-99,177841558,105,6.2,278
40000000,165,43.345252,20-11-89,332000000,108,7.4,3829
40000000,240832,115.241998,14-07-14,126546825,89,6.3,5878
40000000,216015,98.755657,11-02-15,571006128,125,5.2,3254
38000000,12279,21.998734,25-07-03,197011982,84,4.7,511
40000000,1645,25.219805,24-07-96,152266007,149,7,509
40000000,11007,26.516624,24-12-03,190212113,98,6,699
40000000,193756,37.084384,24-12-13,149295601,121,7.4,1526
40000000,11287,21.661028,01-07-92,107458785,128,6.7,354
40000000,259693,68.794673,13-05-16,320170008,134,7,1949
40000000,37799,69.27822,30-09-10,224920315,120,7.1,3391
40000000,10184,26.253357,06-02-09,177259441,129,6.2,959
45000000,4257,32.549282,13-04-06,178262620,83,5.3,750
40000000,4234,24.992057,03-02-00,161834276,116,5.7,736
40000000,196,45.769562,25-05-90,244527583,118,7.1,2900
40000000,257091,36.301202,26-03-15,111811453,100,5.9,944
40000000,6114,45.022964,13-11-92,215862692,128,7.1,1056
40000000,24803,22.853006,06-08-09,129540499,123,6.6,560
40000000,109410,31.884559,12-04-13,95020213,128,6.8,787
40000000,1213,31.385257,25-12-99,128798265,139,7,767
40000000,100042,67.767785,12-11-14,169837010,110,5.4,1127
40000000,9036,24.287306,17-02-06,120455994,120,6.7,542
35000000,257211,53.114573,24-09-15,194564672,121,7.1,1881
40000000,323675,25.136082,14-01-16,124827316,102,6.1,555
40000000,9361,37.776566,25-09-92,75505856,112,7.1,732
40000000,1677,21.743321,29-10-04,124731534,152,7.2,467
40000000,187,66.003433,01-04-05,158733820,124,7.2,2691
40000000,7461,24.862767,01-02-08,151161491,90,6.2,716
41000000,16538,25.391899,20-03-09,91636986,105,6.5,515
40000000,9889,29.854773,01-11-01,141069860,114,5.7,731
40000000,820,26.82041,20-12-91,205405498,189,7.5,502
40000000,11565,17.61292,26-01-06,138259062,99,5.4,371
57000000,6073,21.021809,01-03-01,147845033,123,5.8,441
20000000,16996,52.571674,11-03-09,136267476,102,6.1,1350
40000000,193610,34.519636,16-04-14,196781193,109,6.2,1437
40000000,19912,32.478077,26-08-09,186167139,82,5.4,831
40000000,296098,48.445978,15-10-15,165478348,141,7.2,2583
40000000,8007,24.012986,17-11-01,91753202,106,6,457
40000000,32823,17.869443,04-06-10,90029656,109,5.9,612
50000000,4380,14.231899,15-10-04,170128460,107,5.9,297
40000000,11551,23.088571,10-07-98,54682547,110,6.2,511
40000000,10336,19.833664,31-07-97,87840042,96,5,336
35000000,11362,26.595983,23-01-02,75395048,131,7.3,453
40000000,50348,26.072228,17-03-11,85412898,119,7,902
30000000,48138,38.643914,16-02-11,130786397,113,6.5,1265
40000000,1124,74.440708,19-10-06,109676311,130,8,4391
42000000,227159,82.185281,26-11-14,107670357,108,6.1,1536
40000000,68179,18.14218,14-02-13,74597643,89,5.7,332
40000000,1579,41.570047,07-12-06,120175290,139,7.3,1221
40000000,708,23.331459,29-06-87,191185897,130,6.2,440
40000000,34851,47.649554,03-07-10,126248813,107,6,1206
0,9930,7.519433,18-06-86,0,116,5.8,51
40000000,1586,32.908414,12-03-04,92913171,96,6.4,972
40000000,2044,29.88736,16-06-06,114830111,99,6.5,670
43000000,9913,29.105407,29-07-05,91974818,104,6.4,573
0,71864,16.394452,15-08-12,51854875,105,6.5,386
40000000,10761,19.574774,02-05-08,84601681,101,6,394
40000000,209451,14.199933,05-06-14,67347013,134,6.8,255
40000000,11975,12.229516,18-11-97,45916769,135,6.7,235
40000000,4970,27.303608,21-11-03,141591324,98,5.8,629
36000000,11831,3.698276,03-12-97,74000000,155,6.8,316
40000000,9096,7.021871,07-02-92,0,106,5.8,114
40000000,440,39.381913,25-12-07,41797066,94,4.9,740
40000000,11011,14.398356,19-12-94,0,95,5.4,415
65000000,10641,8.680334,11-08-00,0,103,5.7,135
40000000,11172,17.659032,09-02-07,145896422,96,6.2,554
40000000,39513,43.151268,14-02-11,97552050,104,6.5,1789
40000000,82687,15.283444,19-12-12,41863726,95,5.4,284
40000000,41446,35.21926,11-04-11,97138686,111,6.1,902
40000000,8224,25.580272,26-02-99,96618699,123,6.1,474
38000000,10537,10.794175,01-03-91,34416893,140,6.7,275
40000000,225886,72.641296,17-07-14,126069509,97,5.3,1695
40000000,10385,3.415534,16-02-00,36037909,94,5,40
47000000,55779,38.555482,12-08-11,157887643,92,5.9,866
0,10154,6.786117,16-08-99,0,102,5.3,140
40000000,10647,24.313684,12-10-00,55707411,122,7,432
30000000,11431,9.965073,06-04-05,50451307,103,5.9,182
40000000,8457,15.055732,20-03-08,0,102,5.5,275
0,188161,32.808675,22-05-14,0,116,5.8,1468
25000000,8850,8.178203,01-07-94,48063435,108,5.4,138
40000000,64685,31.066874,24-12-11,55247881,129,6.9,708
40000000,38357,22.491388,12-01-10,58785180,102,6.1,412
40000000,10060,12.885985,09-11-05,46442528,117,6.3,186
40000000,11398,7.832337,23-08-00,30199105,117,5.6,135
40000000,1833,10.433667,23-11-05,31670620,135,6.7,155
40000000,10391,3.321949,11-08-00,0,107,4.9,71
75000000,8970,4.842626,02-04-99,29000000,90,5,45
40000000,9306,13.210898,23-08-96,49627779,96,4.6,147
40000000,11370,3.296933,07-09-01,27053815,104,5.2,56
35000000,12184,22.939557,28-02-08,0,115,6.4,477
40000000,1921,19.372805,16-02-01,65754228,119,6.4,278
40000000,1683,13.445697,05-04-07,62771059,99,5.4,205
500000,203,17.002096,02-10-73,3000000,110,7.2,345
40000000,11858,4.516953,03-06-94,24332324,128,5.9,81
40000000,62835,33.785969,27-07-11,60965854,108,6.5,824
40000000,18937,16.059443,15-05-98,38172500,86,6.9,190
40000000,13536,3.476966,06-09-02,22433915,108,5.7,92
0,15556,5.778724,15-01-99,0,128,5.9,48
40000000,10718,7.360793,16-01-04,46546197,84,4.7,119
0,11062,3.621837,16-02-96,0,111,6,67
45000000,10802,14.513305,22-09-95,20350754,128,4.9,256
40000000,1887,22.364549,24-05-06,60474340,123,6.5,642
40000000,6071,6.90894,21-04-95,0,101,5.7,81
63600000,10461,4.494788,06-10-00,19412993,102,4.8,145
42000000,80278,47.559928,09-09-12,180274123,113,7,2025
55000000,12704,2.410546,15-05-87,14375181,107,4.2,28
40000000,10315,41.258956,23-10-09,46471023,87,7.5,1176
40000000,16643,8.980846,26-04-02,16872671,103,5.7,124
40000000,2687,7.222985,28-02-92,14358033,99,5.7,125
10000000,194,73.720244,25-04-01,173921954,122,7.8,3310
0,11025,10.0403,01-05-04,0,91,5.5,185
60000000,8849,15.219263,22-10-04,13395939,103,5.6,248
40000000,78698,8.303696,02-02-12,24719215,107,6.6,152
38000000,30943,4.746085,12-03-99,28121100,106,5.9,54
40000000,9544,6.756886,09-08-02,18902015,101,3.2,105
40000000,24418,16.424807,23-10-09,28169671,109,5.5,348
40000000,7288,15.590001,26-09-03,19322135,89,5.9,482
0,14655,5.483671,07-11-08,0,103,6.3,47
0,24575,1.630541,01-01-80,0,115,5.2,21
45000000,10366,14.566664,05-08-99,10667893,82,4.2,135
33000000,19898,28.353517,08-09-09,20645327,108,6.5,774
40000000,4965,9.579975,03-12-01,0,102,6.1,135
40000000,15074,2.911819,27-11-02,10959475,93,5,28
0,56715,10.844882,06-04-01,0,88,4.8,171
50000000,1272,51.502884,05-04-07,32017803,107,7,1182
40000000,72358,13.119133,07-03-12,22044277,91,6,373
40000000,20542,4.238482,12-12-08,0,94,5.4,15
40000000,266396,26.935458,16-02-15,13644292,115,5.5,392
40000000,9978,16.282962,21-07-06,23937870,93,5.1,213
20000000,8271,31.690456,12-04-07,117760134,105,6.6,1006
20000000,10428,17.842246,14-09-95,7563728,107,6.2,398
0,5353,8.048305,03-09-07,0,101,6.6,96
30000000,11934,14.188982,11-03-94,0,111,7.1,275
40000000,14392,6.884467,12-12-07,0,126,6.3,83
25000000,19495,8.212018,17-07-05,0,112,4.3,17
39200000,110415,64.238688,01-08-13,86758912,126,6.7,2854
25000000,77459,17.375562,12-10-11,0,90,6.5,313
0,26486,6.7698,24-09-04,0,90,5.9,15
15000000,9495,44.690107,11-05-94,94000000,102,7.3,953
40000000,256040,16.254032,10-07-15,100000000,159,7.5,135
39000000,24420,37.492928,14-08-09,101229792,107,6.7,798
0,1257,18.678415,02-02-07,69485490,102,5.8,191
39000000,62214,27.908783,04-10-12,35287788,87,6.6,932
39000000,16320,45.388937,25-08-05,38869464,119,7.4,1264
39000000,8842,2.817364,20-02-04,6614280,106,4.5,32
39000000,9531,22.164202,17-06-83,75850624,125,5.3,490
40000000,64807,21.362949,25-12-13,44907260,113,6,433
80341000,12289,14.8375,10-07-08,127814609,150,7.1,205
30000000,11529,18.256028,26-09-02,180622424,108,6,394
38000000,20943,22.332927,24-07-09,205298907,96,6.4,972
0,9099,5.417787,29-03-96,0,90,5.5,94
38000000,9488,24.085144,07-08-02,119723358,100,5.3,521
38000000,193,14.779041,17-11-94,120000000,118,6.4,452
3860000,44865,19.947265,08-01-13,64076736,130,6.3,273
38000000,55787,16.801218,15-03-11,114156230,120,6.7,850
40000000,257932,5.057695,20-05-14,0,88,6.8,19
50000000,10400,20.825781,17-09-99,73956241,146,7.2,396
38000000,1957,11.500783,24-05-02,51801187,114,6.2,264
35000000,10833,13.932203,23-03-01,0,123,5.7,254
38000000,256961,41.258487,16-04-15,107597242,94,5,567
53000000,5852,6.454634,15-05-01,29700000,102,5.6,88
38000000,12312,5.257009,21-12-01,0,99,5.5,40
38000000,622,30.359164,24-08-99,58401898,133,6.3,756
38000000,11306,3.426555,27-09-96,17380126,118,5.7,80
57000000,12508,11.60815,04-09-01,16991902,105,6,190
10000000,25793,18.664624,06-11-09,47536959,110,6.9,417
38000000,10534,10.047579,02-02-96,10300000,129,6.3,86
15000000,1091,52.731379,25-06-82,19629760,109,7.8,1588
38000000,87421,46.630062,02-09-13,98337295,119,6.2,2035
37000000,10871,4.131546,31-10-97,6482195,118,5.8,52
0,13503,5.641978,30-11-01,0,110,5.4,19
55000000,13600,23.465539,07-10-08,17869048,90,6.2,605
32000000,68722,25.682509,07-09-12,28258060,137,7,701
38000000,14324,6.760922,17-12-07,5410749,93,4.3,75
40000000,14325,3.87823,10-10-08,9793496,130,7.1,71
38000000,299687,57.889964,14-01-16,109906372,112,5.6,1945
37000000,312221,57.773583,25-11-15,173567581,133,7.3,1915
37000000,23168,24.218358,15-09-10,154026136,125,7,1468
40000000,76494,27.009723,17-05-12,79700000,110,5.8,594
37000000,4944,31.941347,05-09-08,163720069,96,6.5,1222
37000000,10488,14.353279,03-04-08,100076342,96,5.6,330
38000000,96721,33.003828,02-09-13,90247624,123,7.7,2277
37000000,334,30.993736,08-12-99,48451803,188,7.5,825
30000000,23742,25.825771,26-02-10,55583804,107,5.3,511
38000000,259694,46.078371,21-01-16,112343513,110,5.9,1201
37000000,62837,6.63839,23-09-11,95404397,113,6.7,163
37000000,8966,127.084938,20-11-08,392616625,122,5.8,3561
36000000,8470,27.465433,15-02-02,102244770,116,7,594
65000000,11001,16.865782,17-09-99,117758500,93,6.1,352
37000000,138832,100.348805,07-08-13,269994119,110,6.8,2972
36500000,16911,2.785832,18-12-08,21834845,115,5.3,23
36000000,2163,9.176339,02-05-97,50159144,95,6.6,198
36000000,36670,23.380757,07-10-83,160000000,134,5.8,338
36000000,23048,33.926473,26-03-10,64572262,101,6,894
36000000,227735,6.967857,12-09-14,52424533,107,6.7,96
42000000,2155,11.470135,25-02-00,32168970,124,5.4,173
36000000,8409,19.854932,04-04-03,44350926,109,5.8,258
37000000,222936,29.652536,27-05-15,26250020,105,5.2,692
0,31908,8.102925,20-12-96,0,130,6.2,40
0,10219,2.79483,22-12-99,0,127,6.3,32
37000000,48171,11.492474,28-01-11,96047633,114,5.8,556
36000000,782,70.398356,07-09-97,12532777,106,7.5,1808
36000000,75531,1.068453,28-01-00,3003296,95,4.6,14
37000000,11802,6.293217,17-07-08,63800345,81,5.2,99
0,9776,3.457194,01-01-03,0,95,5.3,71
35000000,18785,82.21166,05-06-09,459270619,100,7.2,6173
36000000,365222,19.167377,19-12-15,156844753,105,6.5,379
33000000,817,18.316151,08-06-99,310940086,95,6.2,1011
35000000,268,44.104469,23-06-89,411348924,126,7,2096
0,45054,6.668679,25-03-11,0,112,5.9,27
35000000,943,36.172182,15-05-92,321731527,118,6.4,811
29000000,22881,25.767395,20-11-09,309208309,129,7.2,1597
35000000,10054,21.543389,18-03-01,147934180,88,5.5,867
35000000,51540,50.309843,08-07-11,117000000,98,6.5,2277
38000000,44264,49.292384,22-12-10,252276927,110,7.2,1668
35000000,350,83.893257,30-06-06,326551094,109,7,3088
35000000,152,24.616634,06-12-79,139000000,132,6.2,530
35000000,109431,34.005726,07-02-13,173965010,111,5.6,1645
35000000,1598,27.714043,15-11-91,182300000,128,7,675
35000000,8065,45.149948,27-03-08,69823199,123,6.5,1375
35000000,271718,72.774941,17-07-15,140795793,125,5.9,1181
35000000,11638,3.74263,25-03-05,68915888,105,5.5,225
27000000,409,29.381878,14-11-96,231976425,162,7,542
35000000,2118,24.860326,19-09-97,126216940,138,7.7,1310
35000000,11459,11.041659,29-07-05,86369815,100,5.8,550
35000000,10806,11.897925,10-09-97,0,90,6.3,177
35000000,9348,23.607071,07-07-95,113374103,108,5.5,453
1800000,377,38.204158,14-11-84,25504513,91,7.2,1180
33000000,8843,25.413955,17-08-00,104155843,107,6,436
0,9313,28.98027,12-03-98,0,132,6.3,1018
35000000,39486,9.525037,20-08-10,60251371,123,6.8,103
34000000,1273,18.39217,23-03-07,95608995,90,6,345
32000000,13920,9.254647,24-10-03,52277485,109,6.8,141
35000000,50544,40.526587,21-07-11,150483765,109,6.5,2237
35000000,325133,50.179171,04-05-16,108758521,91,5.6,1462
35000000,140823,31.957947,16-11-13,112544580,125,7.3,1226
34000000,1883,19.822791,18-11-92,48169908,202,7.2,370
35000000,89492,38.429648,20-12-12,88058786,134,5.6,896
35000000,22949,13.707843,24-11-09,92219310,88,5.2,210
35000000,12437,51.927471,22-01-09,91353501,92,6.2,1428
35000000,2959,14.503568,04-07-07,69307224,91,5.2,253
0,9957,6.74556,07-04-06,0,80,5.2,242
30000000,11648,11.120167,21-07-05,58405313,98,5.8,140
35000000,9366,40.370442,27-02-97,41954997,127,7.4,1147
33000000,1576,40.715623,15-03-02,102984862,100,6.4,2065
10700000,609,36.230204,04-06-82,122200000,114,7,794
0,5516,23.666229,25-03-04,0,104,6,415
35000000,13051,25.903237,15-10-08,85416905,100,5.2,613
40000000,49530,60.231382,27-10-11,173930596,109,6.7,3417
35000000,34806,18.38292,23-04-10,77477008,106,5.7,458
35000000,49022,14.029012,05-05-11,59901913,112,5.9,296
0,11469,15.913783,21-11-01,0,95,5.1,287
35000000,23479,6.889633,07-04-76,35323292,102,6.9,97
35000000,11667,19.286099,22-12-94,99423521,102,4.1,325
35000000,423,50.587541,24-09-02,120072577,150,8,1864
35000000,2447,3.721272,01-12-06,0,101,6.4,35
40000000,10066,17.157738,30-04-05,68766121,113,5.5,677
27000000,2288,22.636908,01-12-04,115505027,104,6.7,811
35000000,88794,28.069419,09-11-11,84606030,137,6,741
35000000,13515,19.774543,15-08-08,72436439,110,6,485
35000000,11979,11.644243,10-02-02,45479110,101,5.4,239
35000000,169,27.934978,20-11-90,57120318,108,5.9,730
35000000,8090,12.677505,22-01-08,32483410,101,5.9,238
35000000,11622,8.737058,12-02-99,40263020,112,6.3,245
35000000,3604,12.343507,01-09-80,27107960,111,6.1,233
35000000,9541,14.699342,25-03-04,36098382,102,5.8,325
45000000,94348,14.513243,18-10-12,30353232,101,5.1,300
35000000,8197,5.525544,21-11-97,25105255,155,6.3,157
8900000,336004,15.079993,13-11-15,4100000,93,5.6,318
35000000,35019,23.835055,26-03-10,93246388,109,6,436
35000000,10410,5.926966,25-12-92,0,140,6.1,81
30000000,8836,25.454549,24-07-08,68369434,104,5.5,523
31000000,14442,22.71592,09-04-04,27388767,96,5.9,437
35000000,321741,35.120736,12-11-15,50363790,123,7,823
35000000,59965,19.893646,22-09-11,82087155,106,5.6,961
35000000,14175,14.051852,25-03-05,19478106,76,5.2,235
35000000,11004,9.011729,22-02-00,0,111,6.9,161
35000000,11918,19.088655,27-03-08,25871834,85,4.9,379
56000000,98357,29.490057,18-01-13,19701164,109,5.7,593
35000000,10012,11.195593,25-02-05,19294901,97,5.1,167
35000000,49526,17.709888,24-08-12,31083599,91,6.2,832
35000000,268920,18.262017,08-05-15,51680201,87,5.4,647
35000000,9093,10.10364,08-09-02,29882645,132,6.5,159
35000000,119283,28.670477,23-01-13,46216641,118,5.7,1455
31000000,11823,16.736734,13-09-04,41512007,98,6,293
35000000,35169,13.668633,02-04-10,39340177,92,4.6,149
30000000,118957,9.780588,05-09-12,0,93,5.3,191
27000000,849,9.904881,29-07-83,16519460,117,5.8,129
35000000,4515,9.789027,22-10-07,63215872,92,6,216
35000000,18886,6.81729,18-01-91,0,115,5.7,31
35000000,6575,10.73522,21-12-07,18317151,96,6.6,212
0,6440,11.1399,18-12-01,0,111,6.4,108
35000000,13496,6.727949,17-08-01,13678913,94,5.7,55
35000000,18320,16.343317,04-03-09,27409889,105,7,322
40000000,22787,14.818718,09-09-09,12206028,101,5.3,220
32000000,8967,43.862456,18-05-11,54674226,139,6.5,987
33000000,37498,2.706207,04-09-98,0,91,4.7,64
35000000,144336,27.903999,28-03-14,17508518,110,5.5,555
35000000,9616,3.746806,05-09-03,11560806,102,4.8,91
20500000,13056,17.112498,05-12-08,10089373,102,5.6,294
35000000,14113,10.304172,11-08-06,12506188,83,4.9,135
35000000,285783,37.335721,30-09-15,61181942,123,6.9,1121
0,49478,0.912395,02-05-97,0,103,4.7,9
35000000,9726,16.782471,09-09-06,42064105,118,6.5,357
35000000,20763,3.503408,21-02-92,4651977,114,6.6,53
35000000,9702,9.122828,05-02-93,0,180,7.7,115
35000000,9311,5.419181,13-02-97,0,121,6.6,60
35000000,9280,9.07278,06-11-02,16838910,114,6.2,142
35000000,26843,2.864979,17-04-81,0,173,7.4,34
35000000,11876,2.877488,20-09-95,15000000,135,6.7,25
38000000,22267,5.516207,24-11-99,635096,138,6.6,49
0,45958,13.930763,20-10-10,25147786,148,7,291
35000000,1969,20.27704,18-01-06,10496317,93,5.8,307
0,310706,0.126738,13-05-09,0,100,0,0
34000000,198663,131.815575,10-09-14,348319861,113,7,5371
35000000,239573,16.832312,05-03-15,14431253,91,5,320
34000000,10436,9.133747,17-09-93,32255440,139,7,169
35000000,1381,24.606012,06-09-06,15304890,96,6.8,827
70000000,2162,3.276912,01-09-99,11263966,101,5.3,29
35000000,127493,16.830184,17-05-12,2106557,96,5.1,344
41677699,12429,39.58676,19-07-08,187479518,100,7.5,926
34000000,228205,41.946523,09-04-15,63013281,128,7.3,1064
75000000,2900,20.697556,26-08-99,19598588,109,5.4,254
34000000,21311,1.656695,05-05-00,0,114,5.3,18
35000000,77875,17.932561,29-11-12,0,106,5.4,240
35000000,192136,15.50957,06-12-13,27330000,141,6.5,224
32000000,18254,4.602185,25-12-81,40382659,195,7.1,67
40000000,881,40.379966,11-12-92,243240178,138,7.1,877
50000000,10877,12.601306,13-03-01,79958599,101,5.3,110
30000000,9600,24.389194,31-05-00,173959438,98,5.6,506
34000000,202575,12.867326,24-12-13,0,85,6.3,121
30000000,71469,23.328823,22-12-11,64626786,89,4.8,469
33000000,85446,29.775441,26-07-12,140470746,99,6.7,663
33000000,326,19.642328,06-08-06,62022014,105,5.1,497
33000000,10685,7.339908,08-09-00,0,96,4.9,110
33000000,7220,35.099611,15-04-04,54700105,124,6.1,766
30000000,9763,16.541791,06-06-05,27610873,118,6.6,238
30000000,72387,31.92695,16-04-12,40346186,94,6.3,799
33000000,12596,9.060642,23-04-99,0,124,5.7,116
32350000,1892,46.509071,23-05-83,572700000,135,7.9,4665
30000000,13460,21.538222,14-03-08,22211426,108,5.8,363
32000000,8055,33.923786,10-12-08,113019290,124,7.2,813
35000000,50647,20.908494,23-02-12,24159934,98,5.3,394
32000000,10719,16.901954,09-10-03,173398518,97,6.4,987
32000000,9294,15.039407,05-07-96,152036382,123,6.2,323
33000000,11888,13.655735,18-01-02,0,99,5.3,185
0,9647,21.620317,22-11-88,60328000,101,6.7,390
32000000,9353,14.642055,16-06-06,80197993,92,5.6,359
32500000,55721,17.107065,28-04-11,288383523,125,6.5,1661
32000000,109414,38.21708,12-06-13,126041322,107,6.3,2359
29000000,10307,14.993169,10-09-99,50041732,103,6,242
32000000,11978,24.147269,13-09-00,48814909,129,7,544
32000000,22907,18.47242,26-08-10,69055695,107,6,394
35000000,87567,18.84332,25-04-13,21819348,90,5.7,414
32000000,38322,15.901137,16-02-11,83615414,107,5.3,313
32000000,45612,59.19888,30-03-11,147332697,93,7.1,2699
32000000,7305,14.48851,15-01-93,36733909,120,6.7,374
30000000,3594,23.197408,23-02-07,77566815,101,6.3,1018
33000000,157841,10.651202,16-10-13,9494789,105,6.7,232
35000000,11519,10.032626,13-12-79,31755742,113,5.6,143
0,12920,6.048743,10-09-05,0,106,6.3,67
32000000,59,34.628738,23-09-05,60740827,96,6.9,832
32000000,9335,47.5612,02-08-05,85167639,87,6.2,1061
32000000,12106,16.473355,09-02-95,18552460,107,6.3,427
28000000,11141,6.201404,04-04-04,30016165,90,5.6,104
32000000,8649,15.560918,22-10-99,0,121,6.6,225
32000000,31867,25.799697,18-03-10,18409891,111,6.2,620
70000000,10253,4.822033,08-02-07,53587404,90,4,104
32000000,3587,3.379454,06-09-96,0,110,5.4,44
30000000,124459,26.9385,14-03-13,27437881,100,5.3,724
32000000,24662,4.098444,26-03-97,3566637,75,7.1,24
0,32274,4.901553,10-12-99,0,132,7.2,18
32000000,182,5.347936,08-12-06,5914908,108,5.9,86
32000000,5494,4.120549,28-03-04,0,93,5,13
31500000,28,49.973462,15-08-79,89460381,153,8,2055
32000000,38073,13.611544,01-09-10,42045846,102,6,262
0,2054,6.775294,29-12-95,106269971,137,6.9,113
31500000,302156,27.891012,14-04-16,14708696,113,5.7,557
31000000,606,13.864975,20-12-85,128499205,161,7,279
31000000,87502,42.213765,02-11-12,161772375,138,6.5,2415
34000000,698,29.887404,26-06-79,210308099,126,5.9,541
30000000,120467,74.417456,26-02-14,174600318,99,8,4519
31000000,11313,7.06762,07-09-01,24185781,101,6.4,131
31000000,6488,15.895661,09-08-90,53208180,103,6.2,433
31000000,10559,19.258041,28-04-00,68106245,118,7,462
31000000,296099,47.753598,28-07-15,104384188,99,6.2,1195
30250000,8012,15.585138,20-10-95,115101622,105,6.4,302
45000000,1574,32.217425,26-12-02,306776732,113,6.9,677
34200000,9032,34.86859,25-06-99,234801895,93,6.1,875
30000000,2770,36.432598,10-08-01,287553595,108,6,1344
30000000,862,73.640445,30-10-95,373554033,81,7.7,5269
30000000,1637,49.526736,09-06-94,350448145,116,6.8,1783
30000000,72570,26.780961,05-02-12,196114570,104,7,1293
31000000,27569,6.487344,21-01-10,15134293,105,6,89
30000000,10637,25.996219,29-09-00,136706683,113,7.4,821
30000000,1669,46.212155,02-03-90,199200000,134,7.2,957
25000000,132363,32.105328,16-08-13,115922175,132,7.2,1101
20000000,9472,41.156217,18-06-04,167722310,92,6.2,981
30000000,2907,37.179547,22-11-91,191502426,99,6.7,848
30000000,9273,34.391792,10-11-95,212385533,90,6.1,1099
37000000,9880,40.176265,03-08-01,165335153,115,6.5,1023
26000000,2925,10.704596,20-09-96,116400000,102,6.5,166
33000000,807,79.579532,22-09-95,327311859,127,8.1,5765
30000000,17654,63.13678,05-08-09,210819611,112,7.3,3382
30000000,11836,27.870755,14-11-04,140161792,87,6.7,574
25000000,322,31.242999,07-10-03,156822020,138,7.6,1422
30000000,70,70.456012,15-12-04,216763646,132,7.7,2439
80000000,9535,29.415229,05-03-99,176885658,103,6.4,503
29000000,11036,55.109138,25-06-04,115603229,123,7.7,3067
30000000,6557,30.695228,10-01-08,160259319,111,6.1,978
35000000,18126,13.788422,10-04-09,155545279,102,6,449
30,16340,4.590277,14-09-00,103,78,6,100
30000000,10333,3.845231,25-12-91,74787599,132,5.9,56
30000000,4476,26.952727,16-12-94,160638883,133,7.2,619
25000000,22947,33.704181,05-09-09,163670000,109,6.7,1205
30000000,2755,19.925026,13-12-02,105834556,125,6.7,362
35000000,82654,43.742241,31-01-13,116980662,97,6.4,2652
30000000,59967,46.377628,26-09-12,47042000,118,6.6,4697
0,16300,9.166658,16-02-01,0,87,4.9,95
30000000,9598,34.36645,18-07-95,254134910,89,6,733
30000000,82696,12.967137,07-08-12,114281051,100,5.8,284
30000000,9870,50.670253,17-04-08,105173115,111,6.4,1172
45000000,8292,24.694551,11-08-05,92374674,109,6.7,607
30000000,8780,11.409124,23-04-08,63833449,99,5.8,205
0,9715,7.922716,29-05-98,0,114,5.8,81
30000000,10521,33.385429,09-01-09,114663461,89,5.9,856
19000000,10762,8.584398,20-08-04,69631118,95,5.3,214
37000000,10096,41.569541,13-04-04,96455697,98,6.3,1204
30000000,59436,43.753585,11-05-11,151119219,94,7.4,1990
0,227783,18.568021,17-01-14,0,85,5.5,319
53000000,4133,28.350529,04-04-01,83282296,124,7.4,1317
80000000,10207,10.81051,22-02-99,118880016,131,5.8,196
30000000,172,19.578249,09-06-89,70200000,107,5.6,376
30000000,21972,5.73667,03-07-02,0,99,5.7,100
30000000,36593,28.624038,18-03-94,51132598,83,6.3,521
30000000,707,27.230493,24-05-85,152427960,131,6,506
30000000,533,30.380747,04-09-05,192452832,85,6.8,643
30000000,6023,29.489274,15-11-07,156835339,126,6.9,977
30000000,6439,8.058109,06-01-05,93772522,102,5.1,123
30000000,4347,33.369305,29-08-07,129266061,123,7.4,1049
30000000,37056,16.52083,14-05-10,0,105,6.6,796
30000000,4105,11.19602,22-09-89,45892212,125,6.2,243
30000000,76489,14.585968,13-04-12,54819301,92,4.9,140
40000000,3933,43.571612,09-09-05,117195061,77,7.2,1894
0,9918,8.305085,13-01-06,42647449,118,7.2,144
30000000,273481,55.424027,17-09-15,84025816,121,7.2,2416
30000000,307081,65.364452,15-06-15,91709827,123,7.3,2067
30000000,16871,45.083509,15-03-09,90810892,99,6.2,966
25000000,293863,82.052056,16-04-15,65663276,112,7.4,1990
0,13156,15.011624,19-09-03,0,111,6.9,260
30000000,41233,25.060342,04-08-10,159291809,107,6.6,582
25000000,9266,11.42943,08-08-02,51842679,104,5.6,159
30000000,1262,32.26789,09-09-06,53653224,113,7.1,721
30000000,4513,33.394082,17-10-07,75505973,113,6.2,767
30000000,22970,73.987775,12-04-12,66486080,95,6.5,2263
